n;ID;timestamp;agent.type;client.ip;client.packets;client.port;destination.port;host.ip;source.ip;event.start;host.name;network.bytes;process.pid;server.ip;destination.ip;Prioridad;Clasificacion;Bloque
581;T0581;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;192.168.109.129;1;52800;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:48.634;charlyhost;60B;26799;169.254.169.254;1;Critico;Bloque 301
582;T0582;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;192.168.109.129;1;52764;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:48.631;charlyhost;60B;26799;169.254.169.254;2;No critico;Bloque 794
583;T0583;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;192.168.109.129;1;37908;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:48.631;charlyhost;60B;26799;169.254.169.254;1;Critico;Bloque 302
584;T0584;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;192.168.109.129;1;52768;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:48.632;charlyhost;60B;26799;169.254.169.254;2;No critico;Bloque 795
585;T0585;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;192.168.109.129;1;52786;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:48.633;charlyhost;60B;26799;169.254.169.254;2;No critico;Bloque 796
586;T0586;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;192.168.109.129;1;52790;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:48.633;charlyhost;60B;26799;169.254.169.254;2;No critico;Bloque 797
587;T0587;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;192.168.109.129;1;52784;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:48.633;charlyhost;60B;26799;169.254.169.254;1;Critico;Bloque 303
588;T0588;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;127.0.0.1;1;57036;8200;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:48.640;charlyhost;80B;26799;127.0.0.1;2;No critico;Bloque 798
589;T0589;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;127.0.0.1;2;48181;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:48.634;charlyhost;438B;19341;127.0.0.53;2;No critico;Bloque 799
590;T0590;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;127.0.0.1;2;36933;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:48.382;charlyhost;452B;19341;127.0.0.53;2;No critico;Bloque 800
591;T0591;Dec 3  2022 @ 03:04:53.728;RH00001;auditbeat;192.168.109.129;1;58497;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:48.383;charlyhost;194B;789;192.168.109.2;1;Critico;Bloque 304
592;T0592;Dec 3  2022 @ 03:04:53.727;RH00001;auditbeat;192.168.109.129;1;45204;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:48.382;charlyhost;214B;789;192.168.109.2;1;Critico;Bloque 305
593;T0593;Dec 3  2022 @ 03:04:53.727;RH00001;auditbeat;127.0.0.1;2;42573;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:48.387;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 306
594;T0594;Dec 3  2022 @ 03:04:53.727;RH00001;auditbeat;127.0.0.1;2;56892;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:48.343;charlyhost;410B;19341;127.0.0.53;2;No critico;Bloque 801
595;T0595;Dec 3  2022 @ 03:04:53.727;RH00001;auditbeat;192.168.109.129;1;59381;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:47.603;charlyhost;322B;789;192.168.109.2;1;Critico;Bloque 307
596;T0596;Dec 3  2022 @ 03:04:48.395;RH00001;auditbeat;192.168.109.129;1;49419;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:47.602;charlyhost;366B;789;192.168.109.2;2;No critico;Bloque 802
597;T0597;Dec 3  2022 @ 03:04:48.392;RH00001;auditbeat;127.0.0.1;2;47234;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:47.602;charlyhost;732B;19341;127.0.0.53;2;No critico;Bloque 803
598;T0598;Dec 3  2022 @ 03:04:48.353;RH00001;auditbeat;192.168.109.129;1;50835;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:47.684;charlyhost;284B;789;192.168.109.2;2;No critico;Bloque 804
599;T0599;Dec 3  2022 @ 03:04:48.352;RH00001;auditbeat;192.168.109.129;1;52811;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:47.763;charlyhost;284B;789;192.168.109.2;2;No critico;Bloque 805
600;T0600;Dec 3  2022 @ 03:04:47.809;RH00001;auditbeat;192.168.109.129;1;43560;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:47.629;charlyhost;248B;789;192.168.109.2;2;No critico;Bloque 806
601;T0601;Dec 3  2022 @ 03:04:47.727;RH00001;auditbeat;127.0.0.1;2;50787;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:45.757;charlyhost;508B;19341;127.0.0.53;1;Critico;Bloque 308
602;T0602;Dec 3  2022 @ 03:04:47.726;RH00001;auditbeat;127.0.0.1;2;60792;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:36.943;charlyhost;116B;4750;127.0.0.1;2;No critico;Bloque 807
603;T0603;Dec 3  2022 @ 03:04:47.726;RH00001;auditbeat;127.0.0.1;4;60792;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:36.942;charlyhost;288B;19341;127.0.0.1;1;Critico;Bloque 309
604;T0604;Dec 3  2022 @ 03:04:47.623;RH00001;auditbeat;127.0.0.1;2;56871;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:47.465;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 310
605;T0605;Dec 3  2022 @ 03:04:47.610;RH00001;auditbeat;127.0.0.1;2;47589;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:44.785;charlyhost;480B;19341;127.0.0.53;2;No critico;Bloque 808
606;T0606;Dec 3  2022 @ 03:04:47.600;RH00001;auditbeat;192.168.109.129;1;51702;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:45.728;charlyhost;311B;789;192.168.109.2;2;No critico;Bloque 809
607;T0607;Dec 3  2022 @ 03:04:47.600;RH00001;auditbeat;127.0.0.1;2;44952;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:46.415;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 311
608;T0608;Dec 3  2022 @ 03:04:47.474;RH00001;auditbeat;192.168.109.129;1;33924;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:46.366;charlyhost;275B;789;192.168.109.2;1;Critico;Bloque 312
609;T0609;Dec 3  2022 @ 03:04:46.427;RH00001;auditbeat;127.0.0.1;2;46243;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:45.724;charlyhost;642B;19341;127.0.0.53;1;Critico;Bloque 313
610;T0610;Dec 3  2022 @ 03:04:46.374;RH00001;auditbeat;127.0.0.1;2;45735;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:46.263;charlyhost;480B;19341;127.0.0.53;2;No critico;Bloque 810
611;T0611;Dec 3  2022 @ 03:04:46.275;RH00001;auditbeat;127.0.0.1;2;46805;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:45.733;charlyhost;544B;19341;127.0.0.53;2;No critico;Bloque 811
612;T0612;Dec 3  2022 @ 03:04:45.743;RH00001;auditbeat;192.168.109.129;1;47969;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:44.786;charlyhost;212B;789;192.168.109.2;2;No critico;Bloque 812
613;T0613;Dec 3  2022 @ 03:04:45.733;RH00001;auditbeat;192.168.109.129;1;46224;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:44.787;charlyhost;224B;789;192.168.109.2;1;Critico;Bloque 314
614;T0614;Dec 3  2022 @ 03:04:45.727;RH00001;auditbeat;192.168.109.129;1;60610;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:40.515;charlyhost;178B;789;192.168.109.2;1;Critico;Bloque 315
615;T0615;Dec 3  2022 @ 03:04:45.726;RH00001;auditbeat;192.168.109.129;1;53159;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:40.312;charlyhost;226B;789;192.168.109.2;2;No critico;Bloque 813
616;T0616;Dec 3  2022 @ 03:04:45.726;RH00001;auditbeat;192.168.109.129;1;36949;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:40.310;charlyhost;206B;789;192.168.109.2;1;Critico;Bloque 316
617;T0617;Dec 3  2022 @ 03:04:45.726;RH00001;auditbeat;127.0.0.1;2;56357;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:40.167;charlyhost;420B;19341;127.0.0.53;1;Critico;Bloque 317
618;T0618;Dec 3  2022 @ 03:04:44.796;RH00001;auditbeat;127.0.0.1;2;55494;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:43.889;charlyhost;670B;19341;127.0.0.53;2;No critico;Bloque 814
619;T0619;Dec 3  2022 @ 03:04:44.727;RH00001;auditbeat;127.0.0.1;2;54910;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:39.476;charlyhost;638B;19341;127.0.0.53;1;Critico;Bloque 318
620;T0620;Dec 3  2022 @ 03:04:44.727;RH00001;auditbeat;127.0.0.1;2;56315;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:39.476;charlyhost;485B;19341;127.0.0.53;2;No critico;Bloque 815
621;T0621;Dec 3  2022 @ 03:04:44.727;RH00001;auditbeat;192.168.109.129;1;55833;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:39.476;charlyhost;238B;789;192.168.109.2;2;No critico;Bloque 816
622;T0622;Dec 3  2022 @ 03:04:44.727;RH00001;auditbeat;192.168.109.129;1;50297;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:39.480;charlyhost;311B;789;192.168.109.2;1;Critico;Bloque 319
623;T0623;Dec 3  2022 @ 03:04:44.727;RH00001;auditbeat;192.168.109.129;1;45334;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:39.478;charlyhost;229B;789;192.168.109.2;1;Critico;Bloque 320
624;T0624;Dec 3  2022 @ 03:04:44.727;RH00001;auditbeat;127.0.0.1;2;41049;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:39.497;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 817
625;T0625;Dec 3  2022 @ 03:04:44.727;RH00001;auditbeat;127.0.0.1;2;39538;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:38.889;charlyhost;852B;19341;127.0.0.53;1;Critico;Bloque 321
626;T0626;Dec 3  2022 @ 03:04:43.901;RH00001;auditbeat;192.168.109.129;1;49498;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:43.434;charlyhost;229B;789;192.168.109.2;1;Critico;Bloque 322
627;T0627;Dec 3  2022 @ 03:05:07.727;RH00001;auditbeat;127.0.0.1;2;48210;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:02.309;charlyhost;578B;19341;127.0.0.53;1;Critico;Bloque 323
628;T0628;Dec 3  2022 @ 03:05:07.727;RH00001;auditbeat;192.168.109.129;1;45519;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:02.311;charlyhost;291B;789;192.168.109.2;1;Critico;Bloque 324
629;T0629;Dec 3  2022 @ 03:05:07.727;RH00001;auditbeat;192.168.109.129;1;37568;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:02.310;charlyhost;243B;789;192.168.109.2;2;No critico;Bloque 818
630;T0630;Dec 3  2022 @ 03:05:07.727;RH00001;auditbeat;127.0.0.1;2;53736;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:37.680;charlyhost;556B;19341;127.0.0.53;2;No critico;Bloque 819
631;T0631;Dec 3  2022 @ 03:05:07.727;RH00001;auditbeat;127.0.0.1;2;53099;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:37.562;charlyhost;554B;19341;127.0.0.53;1;Critico;Bloque 325
632;T0632;Dec 3  2022 @ 03:05:07.727;RH00001;auditbeat;127.0.0.1;2;58556;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:37.205;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 326
633;T0633;Dec 3  2022 @ 03:05:07.727;RH00001;auditbeat;127.0.0.1;2;41627;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.025;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 327
634;T0634;Dec 3  2022 @ 03:05:06.727;RH00001;auditbeat;192.168.109.129;8;58080;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:35.816;charlyhost;8.5KB;19341;64.233.186.94;1;Critico;Bloque 328
635;T0635;Dec 3  2022 @ 03:05:06.727;RH00001;auditbeat;127.0.0.1;2;50309;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.711;charlyhost;340B;19341;127.0.0.53;2;No critico;Bloque 820
636;T0636;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;16;40604;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:48.695;charlyhost;13.7KB;25357;127.0.0.1;2;No critico;Bloque 821
637;T0637;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;17;40604;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:48.694;charlyhost;13.8KB;26799;127.0.0.1;2;No critico;Bloque 822
638;T0638;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;192.168.109.129;14;59852;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:50.296;charlyhost;15.8KB;26799;35.193.143.25;2;No critico;Bloque 823
639;T0639;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;2;60847;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.496;charlyhost;771B;26696;127.0.0.53;2;No critico;Bloque 824
640;T0640;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;2;51569;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.392;charlyhost;356B;19341;127.0.0.53;1;Critico;Bloque 329
641;T0641;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;2;43476;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.394;charlyhost;348B;19341;127.0.0.53;2;No critico;Bloque 825
642;T0642;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;192.168.109.129;24;57278;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:30.055;charlyhost;8.4KB;19341;34.120.208.123;1;Critico;Bloque 330
643;T0643;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;2;59747;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.253;charlyhost;400B;19341;127.0.0.53;2;No critico;Bloque 826
644;T0644;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;2;55873;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.086;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 827
645;T0645;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;2;40748;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.172;charlyhost;605B;19341;127.0.0.53;2;No critico;Bloque 828
646;T0646;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;2;55374;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.132;charlyhost;428B;19341;127.0.0.53;2;No critico;Bloque 829
647;T0647;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;2;52089;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.056;charlyhost;702B;19341;127.0.0.53;2;No critico;Bloque 830
648;T0648;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;127.0.0.1;2;41053;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:35.024;charlyhost;578B;19341;127.0.0.53;2;No critico;Bloque 831
649;T0649;Dec 3  2022 @ 03:05:05.727;RH00001;auditbeat;192.168.109.129;7;51780;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:34.888;charlyhost;6KB;19341;64.233.186.104;1;Critico;Bloque 331
650;T0650;Dec 3  2022 @ 03:05:04.727;RH00001;auditbeat;127.0.0.1;1;41260;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:59.232;charlyhost;80B;26799;127.0.0.1;2;No critico;Bloque 832
651;T0651;Dec 3  2022 @ 03:05:04.727;RH00001;auditbeat;127.0.0.1;1;41250;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:59.220;charlyhost;80B;26799;127.0.0.1;1;Critico;Bloque 332
652;T0652;Dec 3  2022 @ 03:05:04.727;RH00001;auditbeat;127.0.0.1;2;34948;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.686;charlyhost;556B;19341;127.0.0.53;1;Critico;Bloque 333
653;T0653;Dec 3  2022 @ 03:05:04.727;RH00001;auditbeat;127.0.0.1;2;44788;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.682;charlyhost;348B;19341;127.0.0.53;2;No critico;Bloque 833
654;T0654;Dec 3  2022 @ 03:05:04.727;RH00001;auditbeat;127.0.0.1;2;40690;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.681;charlyhost;508B;19341;127.0.0.53;1;Critico;Bloque 334
655;T0655;Dec 3  2022 @ 03:05:04.727;RH00001;auditbeat;127.0.0.1;2;58976;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.655;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 834
656;T0656;Dec 3  2022 @ 03:05:04.727;RH00001;auditbeat;127.0.0.1;2;39558;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:34.298;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 835
657;T0657;Dec 3  2022 @ 03:05:03.728;RH00001;auditbeat;127.0.0.1;2;47074;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:32.986;charlyhost;792B;19341;127.0.0.53;1;Critico;Bloque 335
658;T0658;Dec 3  2022 @ 03:05:23.728;RH00001;auditbeat;127.0.0.1;1;50230;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:18.028;charlyhost;80B;26892;127.0.0.1;2;No critico;Bloque 836
659;T0659;Dec 3  2022 @ 03:05:23.728;RH00001;auditbeat;127.0.0.1;1;50238;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:18.028;charlyhost;80B;26892;127.0.0.1;1;Critico;Bloque 336
660;T0660;Dec 3  2022 @ 03:05:23.728;RH00001;auditbeat;127.0.0.1;1;50220;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:18.026;charlyhost;80B;26892;127.0.0.1;1;Critico;Bloque 337
661;T0661;Dec 3  2022 @ 03:05:23.728;RH00001;auditbeat;127.0.0.1;1;50206;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:18.023;charlyhost;80B;26892;127.0.0.1;1;Critico;Bloque 338
662;T0662;Dec 3  2022 @ 03:05:23.728;RH00001;auditbeat;127.0.0.1;1;50192;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:18.021;charlyhost;80B;26892;127.0.0.1;2;No critico;Bloque 837
663;T0663;Dec 3  2022 @ 03:05:23.728;RH00001;auditbeat;127.0.0.1;1;50176;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:18.019;charlyhost;80B;26892;127.0.0.1;1;Critico;Bloque 339
664;T0664;Dec 3  2022 @ 03:05:22.780;RH00001;auditbeat;-;-;-;-;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;-;-;charlyhost;-;26892;-;1;Critico;Bloque 340
665;T0665;Dec 3  2022 @ 03:05:22.729;RH00001;auditbeat;192.168.109.129;1;39216;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:17.451;charlyhost;60B;26892;169.254.169.254;2;No critico;Bloque 838
666;T0666;Dec 3  2022 @ 03:05:22.729;RH00001;auditbeat;192.168.109.129;1;39206;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:17.450;charlyhost;60B;26892;169.254.169.254;1;Critico;Bloque 341
667;T0667;Dec 3  2022 @ 03:05:22.729;RH00001;auditbeat;192.168.109.129;1;39248;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:17.454;charlyhost;60B;26892;169.254.169.254;1;Critico;Bloque 342
668;T0668;Dec 3  2022 @ 03:05:22.729;RH00001;auditbeat;192.168.109.129;1;39230;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:17.452;charlyhost;60B;26892;169.254.169.254;2;No critico;Bloque 839
669;T0669;Dec 3  2022 @ 03:05:22.729;RH00001;auditbeat;192.168.109.129;1;39244;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:17.453;charlyhost;60B;26892;169.254.169.254;1;Critico;Bloque 343
670;T0670;Dec 3  2022 @ 03:05:22.729;RH00001;auditbeat;192.168.109.129;1;50140;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:17.453;charlyhost;60B;26892;169.254.169.254;1;Critico;Bloque 344
671;T0671;Dec 3  2022 @ 03:05:22.728;RH00001;auditbeat;127.0.0.1;1;36608;8200;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:17.463;charlyhost;80B;26892;127.0.0.1;2;No critico;Bloque 840
672;T0672;Dec 3  2022 @ 03:05:22.728;RH00001;auditbeat;127.0.0.1;2;41471;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:52.490;charlyhost;480B;19341;127.0.0.53;2;No critico;Bloque 841
673;T0673;Dec 3  2022 @ 03:05:22.728;RH00001;auditbeat;127.0.0.1;2;50215;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:52.420;charlyhost;480B;19341;127.0.0.53;2;No critico;Bloque 842
674;T0674;Dec 3  2022 @ 03:05:21.728;RH00001;auditbeat;127.0.0.1;2;51952;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:51.613;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 345
675;T0675;Dec 3  2022 @ 03:05:20.727;RH00001;auditbeat;192.168.109.129;12;34254;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:49.238;charlyhost;3.6KB;19341;104.18.101.194;1;Critico;Bloque 346
676;T0676;Dec 3  2022 @ 03:05:20.727;RH00001;auditbeat;127.0.0.1;2;54442;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:04:50.222;charlyhost;771B;26799;127.0.0.53;1;Critico;Bloque 347
